location,state,latitude,longitude,date,rainfall_mm,prev_24h_rainfall_mm,prev_48h_rainfall_mm,river_level_m,soil_moisture_percent,terrain_elevation_m,distance_to_river_km,drainage_capacity_percent,historical_flood_count,population_density,urban_area_percent,water_depth_m,population_affected,economic_loss_million,severity_level,risk_score
Lucknow,Uttar Pradesh,26.768368,80.900807,2025-06-30,90.04,33.8,49.78,2.68,43.26,33.58,0.16,74.3,3,101,77.46,0.56,21,0.05,Low,34.04
Jabalpur,Madhya Pradesh,23.25921,79.983835,2025-05-17,95.16,45.45,61.22,2.89,39.16,49.14,8.18,81.37,3,915,72.07,1.19,60,0.08,Low,16.52
Bangalore,Karnataka,13.008906,77.582179,2025-02-13,64.6,32.84,37.93,6.45,36.86,67.14,0.61,72.8,1,17478,60.41,0.18,4075,2.01,Low,33.35
Pune,Maharashtra,18.590904,73.927311,2023-09-19,161.83,107.41,123.89,2.6,40.28,232.07,1.77,72.06,5,588,83.73,2.36,225,1.49,Medium,46.14
Vijayawada,Andhra Pradesh,16.587653,80.713681,2023-08-15,134.94,57.41,67.7,6.05,44.78,73.41,4.4,84.24,3,126,95.19,2.0,35,0.11,Medium,40.96
Guwahati,Assam,26.053831,91.657031,2025-05-28,66.73,52.2,66.5,4.07,28.96,36.27,0.74,36.99,2,794,91.63,1.7,270,0.59,Medium,39.35
Guwahati,Assam,26.118797,91.688187,2024-07-22,33.37,16.85,24.54,4.06,22.41,25.03,2.94,40.71,3,1173,89.42,0.2,242,0.14,Low,16.2
Vadodara,Gujarat,22.250108,73.089986,2025-03-02,58.1,38.99,53.07,17.58,33.76,17.44,0.93,51.71,4,211,85.94,1.74,61,0.39,Medium,51.03
Guwahati,Assam,26.060937,91.666935,2025-02-16,151.72,104.93,143.34,9.27,38.95,232.33,1.61,69.75,1,84,85.86,2.41,62,0.2,Medium,52.59
Delhi,Delhi,28.742629,77.096793,2024-10-09,68.45,53.61,61.7,3.86,50.02,173.72,0.27,89.32,4,270,68.68,0.38,34,0.06,Low,27.91
Surat,Gujarat,21.095625,72.764735,2024-05-14,214.92,170.83,191.89,4.53,58.38,90.21,1.13,77.83,4,14970,84.46,2.8,4185,32.95,High,63.92
Jaipur,Rajasthan,26.996883,75.722676,2024-09-04,115.3,78.75,95.0,5.16,49.42,28.99,1.08,42.83,3,583,66.5,1.3,235,1.22,Medium,51.68
Bhopal,Madhya Pradesh,23.335999,77.485044,2023-06-22,149.12,102.1,142.75,8.08,41.99,121.9,0.22,71.78,1,4949,54.75,1.31,3364,8.42,Medium,52.83
Vijayawada,Andhra Pradesh,16.443084,80.566168,2025-03-21,80.12,63.47,91.35,8.41,53.37,68.63,1.9,62.48,3,733,76.58,1.42,192,0.5,Medium,37.03
Thiruvananthapuram,Kerala,8.484352,76.934561,2024-01-12,240.63,157.16,211.17,7.66,73.05,109.33,0.28,83.23,6,1464,85.92,5.23,1414,24.47,Critical,80.52
Nagpur,Maharashtra,21.101816,79.10586,2025-07-11,69.13,47.29,70.15,4.47,33.17,167.96,0.15,45.65,2,62,76.46,1.16,13,0.03,Low,27.84
Coimbatore,Tamil Nadu,11.029835,76.93427,2025-04-01,63.96,51.11,71.22,3.92,24.8,89.58,1.82,72.95,4,199,92.92,0.35,8,0.01,Low,27.52
Indore,Madhya Pradesh,22.798619,75.815304,2024-07-04,69.4,51.6,75.81,2.56,36.4,13.2,2.88,62.24,3,347,51.11,1.06,131,0.28,Low,23.53
Coimbatore,Tamil Nadu,11.067279,76.92153,2023-01-02,69.17,32.59,45.91,6.08,35.7,11.68,0.18,43.04,1,19566,88.35,1.01,11559,19.52,Medium,37.47
Varanasi,Uttar Pradesh,25.270847,83.014613,2024-06-02,77.6,30.78,45.03,2.68,30.07,161.88,1.44,62.25,2,119,66.99,0.71,14,0.04,Low,21.96
Jaipur,Rajasthan,26.968492,75.865472,2023-10-15,60.48,40.47,59.19,2.1,25.79,146.98,1.1,53.52,3,1349,54.89,0.84,284,0.86,Low,22.27
Kanpur,Uttar Pradesh,26.407867,80.257654,2024-08-28,60.48,25.43,35.44,3.33,36.11,46.5,2.57,48.73,3,579,68.19,0.3,74,0.04,Low,28.86
Varanasi,Uttar Pradesh,25.317614,82.930626,2024-08-17,26.59,14.6,17.99,0.74,14.73,150.66,0.69,73.04,6,29,61.73,0.58,5,0.01,Low,11.64
Pune,Maharashtra,18.458957,73.899202,2024-12-21,134.8,61.54,82.32,4.29,36.92,187.5,1.99,60.0,3,2495,88.18,0.89,422,1.78,Low,32.75
Varanasi,Uttar Pradesh,25.22095,83.065864,2024-08-26,71.24,50.34,63.57,6.64,46.17,46.51,0.08,34.47,2,775,75.38,1.64,569,3.03,Medium,44.17
Jaipur,Rajasthan,26.929399,75.747705,2023-09-04,90.34,51.72,62.36,3.43,49.25,39.65,0.28,42.58,4,78,85.7,1.49,22,0.06,Medium,38.32
Aurangabad,Maharashtra,19.901364,75.285834,2024-07-28,80.11,57.73,74.89,3.46,47.32,47.02,1.89,31.02,3,48,74.71,0.6,3,0.0,Low,34.24
Gwalior,Madhya Pradesh,26.20627,78.155258,2025-02-23,104.5,36.8,51.03,8.99,38.74,69.45,2.91,90.16,1,2441,75.51,2.39,663,7.66,Medium,41.5
Pune,Maharashtra,18.471641,73.815993,2023-03-13,81.3,59.46,83.06,6.6,38.67,228.3,0.28,34.16,3,495,76.31,0.99,120,0.22,Low,21.92
Indore,Madhya Pradesh,22.623734,75.903996,2025-05-28,44.93,24.35,33.9,3.03,19.56,158.34,0.15,82.75,4,1334,65.73,0.21,161,0.16,Low,11.19
Kolkata,West Bengal,22.590498,88.276348,2024-09-03,34.3,15.22,18.61,5.2,18.21,31.4,0.74,64.89,6,244,51.07,0.25,56,0.06,Low,29.81
Vasai,Maharashtra,19.397147,72.727931,2024-03-31,42.05,20.16,26.02,7.02,18.84,149.62,1.89,78.01,5,3582,55.6,0.8,672,1.04,Low,26.05
Kolkata,West Bengal,22.476336,88.430041,2023-01-09,97.77,42.56,60.3,2.04,44.45,36.7,0.01,52.24,4,15362,92.02,1.99,5486,53.74,Medium,39.8
Vasai,Maharashtra,19.490924,72.900017,2024-07-24,113.31,59.36,72.09,3.31,28.25,16.73,2.33,72.66,1,247,81.19,0.8,83,0.1,Low,30.19
Chandigarh,Chandigarh,30.761151,76.786997,2025-08-14,89.86,61.0,90.17,4.22,34.86,57.57,2.04,33.83,1,1440,41.52,0.54,233,0.23,Low,23.64
Mumbai,Maharashtra,19.112702,72.840573,2023-04-03,114.1,77.19,88.48,1.73,35.16,57.54,2.11,62.95,5,443,51.64,0.88,71,0.23,Low,26.18
Ahmedabad,Gujarat,23.11055,72.603791,2024-07-23,60.56,30.51,34.69,4.09,30.37,31.54,0.14,42.97,4,2248,98.76,1.11,762,2.73,Medium,38.25
Thiruvananthapuram,Kerala,8.496265,76.94152,2023-01-29,74.96,43.56,64.06,4.29,30.95,186.86,4.33,87.45,2,150,82.49,1.18,22,0.07,Low,19.62
Chandigarh,Chandigarh,30.796029,76.869993,2024-03-11,31.19,14.69,21.46,3.4,21.94,27.08,1.63,29.77,1,279,73.52,0.49,111,0.22,Low,20.01
Meerut,Uttar Pradesh,29.013847,77.767147,2025-07-24,32.92,10.6,13.28,3.02,46.48,114.98,1.05,70.46,3,12438,79.57,0.53,4933,12.25,Low,12.59
Vijayawada,Andhra Pradesh,16.466505,80.680075,2023-11-20,151.77,104.48,128.41,3.47,70.49,133.21,3.18,25.8,2,319,81.2,0.85,180,0.39,Medium,43.99
Patna,Bihar,25.672867,85.164889,2024-01-11,134.75,105.7,125.32,8.35,44.43,67.36,5.11,97.76,2,7530,55.52,1.51,985,5.06,Medium,48.93
Madurai,Tamil Nadu,9.98608,78.05349,2023-11-11,35.46,16.79,22.77,0.0,32.86,116.72,3.11,66.89,1,661,83.45,0.85,136,0.31,Low,8.78
Jabalpur,Madhya Pradesh,23.119368,80.016418,2024-03-30,160.26,108.1,159.78,6.53,54.97,84.24,1.27,85.63,5,151,77.62,1.61,42,0.27,Medium,54.22
Varanasi,Uttar Pradesh,25.380375,82.883444,2024-03-28,22.09,12.28,17.52,8.35,26.31,99.77,2.08,83.95,1,1154,70.98,1.0,131,0.38,Low,22.14
Mumbai,Maharashtra,19.167229,72.864952,2025-08-30,60.06,33.82,44.23,9.77,17.18,92.1,4.71,64.68,3,319,70.47,0.78,23,0.06,Low,31.82
Hubli,Karnataka,15.423748,75.093218,2025-01-03,124.8,74.03,99.45,4.43,55.45,217.5,1.66,28.54,1,3086,55.33,0.95,894,2.56,Medium,35.07
Bangalore,Karnataka,12.993231,77.615166,2023-02-14,273.06,166.44,226.87,3.06,100.0,63.37,2.49,54.07,2,1562,95.23,2.78,1541,14.64,High,66.91
Ahmedabad,Gujarat,23.110412,72.507985,2023-10-23,99.35,68.79,91.76,3.88,47.07,40.76,0.06,92.79,2,3,54.14,1.98,1,0.01,Medium,38.97
Aurangabad,Maharashtra,19.809848,75.443219,2025-01-09,56.37,31.72,39.26,3.37,40.74,103.41,3.31,78.58,2,24671,85.61,0.54,5826,11.5,Low,23.63
Vadodara,Gujarat,22.283994,73.199969,2023-11-29,141.54,67.72,81.96,15.45,36.33,54.48,0.27,40.95,5,1532,84.18,2.05,2102,10.59,High,64.9
Ahmedabad,Gujarat,23.007191,72.500965,2025-07-03,154.59,87.22,124.43,4.23,44.18,105.85,1.44,73.0,5,24408,77.54,1.82,5567,13.86,Medium,54.78
Varanasi,Uttar Pradesh,25.329859,82.894368,2024-09-25,196.19,142.95,164.36,2.35,45.19,302.68,2.13,45.09,4,14990,84.18,1.55,7316,49.43,Medium,38.58
Vadodara,Gujarat,22.244902,73.215786,2024-04-07,34.6,24.79,31.08,0.57,15.81,116.45,1.06,82.98,2,731,79.07,0.22,178,0.09,Low,10.17
Kalyan,Maharashtra,19.247607,73.14408,2023-11-23,40.15,18.95,27.93,5.31,16.58,132.7,1.39,69.21,4,4098,50.54,0.32,869,1.18,Low,17.14
Varanasi,Uttar Pradesh,25.339252,82.885716,2025-09-22,48.09,15.19,16.71,6.98,28.12,75.68,0.86,50.71,6,236,92.71,0.6,69,0.06,Low,25.54
Amritsar,Punjab,31.629637,74.830142,2025-04-03,86.04,41.94,51.71,2.01,35.68,35.4,0.76,62.73,2,5867,35.63,0.58,366,0.41,Low,25.8
Vijayawada,Andhra Pradesh,16.466645,80.737072,2025-04-03,65.21,24.13,30.78,0.87,25.16,162.95,2.65,89.12,8,537,49.19,1.0,114,0.29,Low,17.97
Jabalpur,Madhya Pradesh,23.229023,80.07932,2023-10-12,137.65,104.64,146.72,5.53,40.82,168.68,2.42,57.91,1,20376,85.97,1.57,12153,24.59,Medium,41.33
Rajkot,Gujarat,22.319251,70.781135,2023-11-08,122.87,39.85,50.76,4.71,58.61,41.35,4.2,30.84,3,39337,52.03,0.91,19066,61.35,Medium,36.78
Indore,Madhya Pradesh,22.753354,75.826984,2024-03-02,73.99,26.12,29.12,1.95,39.54,175.57,1.63,78.05,10,2,87.27,0.41,0,0.0,Low,24.1
Kolkata,West Bengal,22.544103,88.387292,2023-07-07,8.36,6.48,8.13,0.41,13.84,65.08,3.53,36.07,4,623,74.98,0.44,102,0.17,Low,6.78
Bhopal,Madhya Pradesh,23.174203,77.489043,2023-05-22,31.73,12.11,16.35,6.32,34.82,148.89,0.3,59.29,2,27,74.46,0.78,9,0.03,Low,21.11
Aurangabad,Maharashtra,19.810404,75.273626,2025-02-10,120.45,53.37,72.63,7.5,54.71,62.06,0.28,80.21,5,36163,53.62,2.05,12125,111.33,Medium,53.87
Hyderabad,Telangana,17.432756,78.472255,2023-05-07,76.82,33.84,38.25,4.23,34.43,178.34,3.97,68.79,3,276,43.31,0.42,67,0.09,Low,20.7
Vasai,Maharashtra,19.487012,72.807422,2025-09-20,124.73,66.19,84.01,7.4,51.39,175.99,0.56,83.91,1,15233,81.76,1.44,9773,27.76,Medium,54.07
Allahabad,Uttar Pradesh,25.443281,81.783206,2024-09-11,23.87,9.88,11.89,4.63,39.37,60.18,0.23,56.55,2,1066,82.29,0.47,101,0.19,Low,23.17
Surat,Gujarat,21.26949,72.771218,2023-02-12,170.74,116.92,129.6,5.34,40.31,80.74,3.79,58.45,3,234,66.2,0.99,61,0.24,Medium,51.86
Srinagar,Jammu and Kashmir,34.035407,74.852667,2024-03-29,65.61,23.05,29.72,0.89,17.7,130.54,7.6,62.78,3,177,63.22,0.18,57,0.01,Low,9.86
Surat,Gujarat,21.212849,72.910764,2024-05-11,149.85,74.84,85.19,8.9,59.39,72.6,1.34,53.52,7,6995,72.96,2.09,1583,12.26,Medium,54.58
Srinagar,Jammu and Kashmir,34.173126,74.753189,2025-05-15,194.8,121.37,141.4,3.74,49.61,85.93,5.66,50.05,2,248,79.53,0.92,59,0.15,Medium,43.44
Nashik,Maharashtra,19.958044,73.709868,2024-09-04,110.85,88.3,124.05,9.04,53.19,134.98,1.04,35.16,4,5742,62.57,2.03,1846,4.29,Medium,45.7
Mumbai,Maharashtra,19.172021,72.791167,2024-01-28,35.17,27.05,30.37,6.75,23.61,162.02,3.27,61.43,6,1792,79.84,1.07,217,0.24,Low,10.42
Ahmedabad,Gujarat,23.073474,72.591374,2024-06-21,41.59,30.6,38.06,7.11,41.26,87.14,0.16,48.65,4,1365,54.85,1.59,770,4.81,Medium,35.9
Mumbai,Maharashtra,19.079664,72.803884,2023-07-25,129.25,72.71,89.74,4.56,29.84,134.16,0.62,64.45,2,3045,75.21,1.58,1674,11.19,Medium,36.28
Ranchi,Jharkhand,23.337051,85.389474,2024-09-06,142.75,108.97,124.57,1.9,73.38,33.96,3.2,75.83,4,5788,84.03,1.65,2187,4.0,Medium,44.91
Kota,Rajasthan,25.219534,75.901169,2025-08-10,148.79,105.7,149.47,6.57,53.16,272.03,6.38,50.48,3,633,89.21,0.47,35,0.02,Low,28.51
Dhanbad,Jharkhand,23.878345,86.34629,2023-10-01,84.15,40.89,46.34,1.1,15.64,165.81,0.35,77.3,4,95,87.2,0.26,16,0.01,Low,20.46
Kochi,Kerala,9.899736,76.275489,2025-03-30,129.45,99.97,131.34,7.02,56.32,36.94,0.6,19.85,0,650,49.99,3.09,590,6.21,High,57.56
Hyderabad,Telangana,17.313846,78.446042,2025-09-24,196.1,140.53,156.85,4.52,76.38,13.88,0.92,49.02,2,3114,55.49,3.44,2797,12.87,High,70.12
Kolkata,West Bengal,22.591312,88.282384,2023-12-11,182.4,102.92,120.85,0.71,46.64,61.56,0.07,80.08,2,111,78.62,1.95,73,0.44,Medium,54.09
Jabalpur,Madhya Pradesh,23.183962,79.960206,2024-09-23,168.11,115.23,134.9,2.46,50.42,176.62,3.35,47.92,5,115,89.57,1.01,82,0.38,Medium,39.42
Howrah,West Bengal,22.571282,88.231688,2023-04-29,51.83,38.17,43.11,9.51,32.5,36.99,0.85,63.94,3,25222,81.51,1.31,6759,18.52,Medium,41.64
Vijayawada,Andhra Pradesh,16.540894,80.691387,2025-02-02,204.43,67.5,91.27,4.81,46.81,56.93,1.7,54.32,2,594,27.59,2.63,295,1.87,High,67.81
Varanasi,Uttar Pradesh,25.260303,82.942189,2023-03-13,65.26,40.94,49.68,0.49,11.54,94.54,3.99,72.68,1,3068,70.58,0.82,688,1.52,Low,19.73
Bareilly,Uttar Pradesh,28.399979,75.436201,2023-10-07,70.57,49.46,56.71,4.85,30.35,176.19,2.61,63.51,0,438,67.98,1.13,57,0.31,Low,25.2
Kolkata,West Bengal,22.529729,88.331014,2023-05-09,109.08,41.59,54.91,3.37,35.82,175.77,1.64,29.54,5,4761,54.96,0.33,1074,1.17,Low,27.81
Ranchi,Jharkhand,23.361202,85.29091,2023-05-04,38.58,27.28,36.88,2.19,21.1,42.41,1.37,51.11,5,143,82.7,0.14,11,0.0,Low,16.14
Ranchi,Jharkhand,23.394985,85.213273,2024-05-07,99.31,49.62,60.96,12.03,47.04,23.72,0.39,56.78,5,378,21.38,3.01,182,1.58,High,57.89
Vasai,Maharashtra,19.46914,72.878368,2024-08-25,48.3,32.8,45.49,1.89,33.12,61.39,3.27,65.03,2,61,66.86,0.38,10,0.01,Low,8.87
Agra,Uttar Pradesh,27.181796,78.06944,2024-01-19,63.32,21.45,31.79,2.07,42.17,104.5,1.43,40.49,7,366,91.53,0.11,90,0.04,Low,26.15
Varanasi,Uttar Pradesh,25.352634,82.887544,2024-01-04,144.46,63.74,84.04,11.71,45.71,75.24,0.33,94.63,1,1597,94.76,2.34,1765,8.56,High,60.8
Delhi,Delhi,28.73719,77.088068,2024-06-13,148.6,89.7,126.54,1.0,43.84,159.75,4.17,25.79,5,518,74.22,0.94,58,0.21,Low,33.15
Varanasi,Uttar Pradesh,25.246019,82.956856,2023-03-22,58.74,45.04,53.38,1.64,24.36,164.69,0.7,64.51,5,4115,83.42,0.66,342,1.05,Low,19.91
Indore,Madhya Pradesh,22.759625,75.763742,2024-08-08,92.28,63.72,72.38,3.62,45.77,9.61,1.83,34.1,4,97,66.62,0.67,11,0.03,Low,27.21
Bangalore,Karnataka,12.959222,77.552106,2024-10-19,37.82,18.81,28.01,4.85,38.24,208.78,1.32,9.09,4,1953,85.63,1.02,217,0.27,Low,14.51
Bhopal,Madhya Pradesh,23.35426,77.336251,2025-03-11,142.61,57.17,72.73,6.58,23.86,152.93,0.25,62.4,4,4534,58.01,1.64,1363,8.88,Medium,37.8
Jaipur,Rajasthan,26.953612,75.791048,2025-02-13,140.4,98.49,120.83,5.44,63.38,149.81,0.32,52.64,1,1270,69.34,2.3,910,2.42,Medium,54.85
Aurangabad,Maharashtra,19.848542,75.303789,2023-05-31,119.49,88.88,105.18,4.22,34.83,104.23,0.51,90.32,2,118,74.04,2.0,29,0.27,Medium,39.35
Lucknow,Uttar Pradesh,26.924765,80.958307,2024-08-15,23.61,7.94,10.37,3.39,8.41,78.7,2.22,42.43,3,6561,29.08,0.36,502,0.91,Low,15.04
Pune,Maharashtra,18.437234,73.861861,2024-12-13,105.12,43.66,50.29,2.74,24.4,187.81,3.19,89.78,4,341,83.94,0.42,73,0.11,Low,32.41
Solapur,Maharashtra,17.736457,75.974867,2023-07-21,81.83,46.2,66.25,5.61,36.31,61.7,0.12,69.66,3,334,86.78,1.15,144,0.29,Medium,35.26
Jodhpur,Rajasthan,26.329089,73.033713,2024-05-01,112.56,37.01,50.47,1.26,52.0,78.49,1.64,65.4,1,346,74.1,1.64,198,1.02,Medium,38.04
Guwahati,Assam,26.107139,91.765876,2024-08-28,68.05,25.33,28.05,5.57,18.19,143.08,2.1,25.35,5,4754,61.92,0.84,1056,1.53,Low,22.87
Srinagar,Jammu and Kashmir,34.140987,74.830012,2024-06-11,75.79,34.76,48.6,4.74,32.2,30.76,1.36,42.33,2,3323,78.19,0.74,578,2.11,Low,28.01
Faridabad,Haryana,28.420566,77.409244,2023-12-13,33.99,24.13,34.75,0.5,41.12,171.97,0.45,55.69,1,4294,46.2,0.99,979,1.3,Low,14.16
Patna,Bihar,25.533387,85.101775,2023-09-06,101.57,71.37,82.68,4.5,40.18,148.72,2.11,81.97,2,39122,55.98,1.59,19093,110.24,Medium,38.44
Amritsar,Punjab,31.624466,74.87553,2023-03-17,130.36,43.51,49.07,6.6,42.26,116.55,1.15,85.14,3,912,30.1,2.33,182,0.43,Medium,37.77
Vijayawada,Andhra Pradesh,16.592486,80.576195,2023-10-23,42.8,26.39,34.54,1.59,35.03,17.95,0.19,73.68,6,5340,85.71,0.35,1133,1.11,Low,22.28
Jaipur,Rajasthan,26.833419,75.784825,2023-12-25,16.43,9.54,14.24,1.63,27.29,206.85,2.36,45.02,5,155,95.37,0.72,23,0.05,Low,0.83
Bareilly,Uttar Pradesh,28.431417,75.349792,2023-12-10,51.58,35.66,47.24,2.24,40.22,12.5,0.21,82.33,3,6859,40.26,1.09,2629,9.21,Medium,39.67
Kalyan,Maharashtra,19.286002,73.041449,2024-06-19,27.46,8.48,12.02,0.36,32.75,54.11,0.59,51.67,3,1145,82.81,0.29,91,0.03,Low,13.98
Surat,Gujarat,21.113139,72.745825,2025-07-07,94.91,46.07,60.15,5.73,30.38,57.28,4.83,70.21,6,6838,52.56,0.66,1187,2.68,Low,22.22
Hubli,Karnataka,15.333443,75.222879,2023-12-17,122.82,49.47,65.32,4.28,60.32,52.32,1.79,34.54,2,36086,20.51,1.03,17578,65.27,Medium,50.36
Delhi,Delhi,28.797895,77.083214,2025-09-19,79.02,47.01,65.17,3.7,17.27,15.95,2.05,56.54,1,91,60.27,0.18,6,0.0,Low,25.46
Jabalpur,Madhya Pradesh,23.188061,79.983245,2024-09-09,29.64,11.43,14.27,4.3,27.38,296.53,2.82,48.22,3,163,75.8,0.81,50,0.04,Low,11.95
Hyderabad,Telangana,17.315133,78.512428,2025-05-10,94.61,37.28,53.91,3.53,40.24,53.55,3.97,54.44,3,32714,87.03,0.99,15774,24.15,Low,25.49
Jaipur,Rajasthan,26.920626,75.690505,2025-03-29,123.47,44.74,59.77,10.65,43.69,130.74,2.04,23.77,4,873,90.71,2.06,611,2.23,High,55.29
Kolkata,West Bengal,22.508831,88.280672,2023-03-20,131.91,79.05,105.39,4.64,66.02,112.49,2.27,62.64,4,58,69.9,1.06,22,0.1,Medium,42.61
Amritsar,Punjab,31.606118,74.875936,2023-03-30,139.78,73.37,87.58,4.25,43.35,69.62,1.0,59.9,1,254,96.78,2.06,58,0.4,Medium,45.98
Coimbatore,Tamil Nadu,11.08553,76.872587,2024-05-02,42.99,24.34,32.04,2.55,25.52,64.8,0.95,70.84,3,2340,77.46,0.99,143,0.31,Low,19.31
Agra,Uttar Pradesh,27.218588,78.088101,2025-09-01,67.72,21.7,26.39,6.33,44.61,63.55,1.71,61.36,3,259,61.39,2.18,81,0.57,Medium,36.8
Meerut,Uttar Pradesh,28.914458,77.697995,2025-01-25,135.13,50.24,61.13,4.75,45.15,219.32,4.28,59.05,4,2717,47.59,0.73,378,0.67,Low,28.13
Pune,Maharashtra,18.570472,73.956262,2024-03-23,41.56,13.04,17.05,6.21,18.59,74.65,1.21,69.68,1,5502,48.8,0.62,764,1.22,Low,21.38
Bareilly,Uttar Pradesh,28.454357,75.304673,2024-01-12,78.36,50.05,69.16,2.35,32.01,27.82,0.16,79.77,2,10464,67.57,0.22,1892,1.18,Low,34.01
Jaipur,Rajasthan,26.838082,75.742512,2024-07-29,43.26,34.29,39.05,3.99,25.18,49.29,1.19,73.23,6,1101,76.6,0.39,320,0.55,Low,17.65
Aurangabad,Maharashtra,19.86619,75.291571,2025-03-02,232.62,88.89,109.73,4.42,45.25,152.83,0.07,32.21,5,1166,49.29,3.44,885,8.85,High,65.12
Allahabad,Uttar Pradesh,25.354589,81.82635,2023-03-20,87.63,47.0,64.3,3.05,48.68,83.97,0.53,68.45,3,4158,86.67,0.19,572,0.14,Low,34.24
Jabalpur,Madhya Pradesh,23.182204,79.999453,2024-04-17,57.34,25.85,34.57,3.43,38.17,91.6,0.22,64.3,5,1095,68.08,0.49,95,0.14,Low,25.26
Raipur,Chhattisgarh,21.159899,81.682212,2023-11-12,153.21,66.26,92.58,2.75,25.22,42.72,0.19,94.25,3,862,47.47,1.17,540,2.95,Medium,48.67
Kalyan,Maharashtra,19.287742,73.216653,2023-11-16,191.29,128.46,164.89,2.14,47.17,96.47,1.09,61.22,2,1792,57.14,2.08,724,4.17,Medium,46.39
Bareilly,Uttar Pradesh,28.370779,75.44095,2025-06-06,118.79,50.08,71.17,3.26,53.0,48.46,3.87,74.56,5,487,68.87,1.77,136,0.44,Medium,41.11
Raipur,Chhattisgarh,21.185881,81.677509,2025-01-18,52.71,25.65,37.33,8.02,45.55,7.14,3.36,48.0,2,69,61.11,2.33,26,0.17,Medium,41.37
Chennai,Tamil Nadu,12.991089,80.312308,2023-10-31,162.2,92.09,130.53,7.1,58.35,266.41,0.67,75.5,4,10905,60.64,3.91,4295,24.45,High,61.35
Chandigarh,Chandigarh,30.824379,76.779318,2025-07-22,134.08,53.48,78.96,0.95,41.45,116.78,0.76,22.11,3,363,77.57,1.35,284,0.49,Medium,39.72
Kanpur,Uttar Pradesh,26.356379,80.417344,2024-12-17,58.27,25.8,32.59,2.34,27.89,68.33,2.74,52.01,3,23,80.17,0.14,9,0.0,Low,16.81
Thiruvananthapuram,Kerala,8.445966,76.865124,2024-08-27,89.47,27.98,36.25,4.4,41.5,38.41,0.81,76.11,6,652,57.71,0.82,398,1.59,Medium,36.37
Bareilly,Uttar Pradesh,28.281037,75.344598,2024-09-30,112.46,64.54,74.39,3.08,46.13,58.15,1.79,77.92,4,5323,91.64,1.01,1153,4.95,Medium,42.31
Jodhpur,Rajasthan,26.25649,73.113651,2024-09-21,68.96,20.7,23.33,6.88,12.99,135.77,2.33,57.77,3,186,76.39,0.95,49,0.14,Low,24.89
Hyderabad,Telangana,17.470731,78.449278,2024-01-18,99.49,40.87,56.79,5.5,51.06,99.19,1.64,72.9,2,53,33.92,2.41,23,0.11,Medium,39.76
Visakhapatnam,Andhra Pradesh,17.713009,83.263271,2025-08-14,72.7,42.3,48.71,3.3,38.47,75.61,2.65,64.04,4,117,95.25,0.5,31,0.02,Low,19.81
Mumbai,Maharashtra,19.033114,72.945286,2024-12-17,77.1,35.83,44.15,1.2,26.24,184.87,2.34,97.62,2,731,81.06,0.69,128,0.14,Low,19.63
Kanpur,Uttar Pradesh,26.426361,80.361924,2024-01-11,161.04,48.35,69.79,5.47,60.98,167.82,0.48,75.34,3,1155,50.28,3.06,1286,6.43,High,59.61
Coimbatore,Tamil Nadu,11.055111,77.027395,2025-08-09,131.99,49.64,62.48,12.26,62.81,42.7,0.06,34.52,2,1269,87.35,2.78,738,9.18,High,72.05
Bareilly,Uttar Pradesh,28.370853,75.488963,2024-04-15,116.77,85.44,122.69,2.87,47.07,144.88,0.36,45.91,2,50000,47.59,2.29,33900,304.93,Medium,42.8
Allahabad,Uttar Pradesh,25.340401,81.917251,2024-08-10,53.09,29.06,34.96,5.33,3.39,55.75,0.49,33.29,3,1383,60.72,1.33,560,2.41,Medium,35.26
Guwahati,Assam,26.19293,91.814842,2023-02-01,69.69,23.65,34.42,14.96,37.97,35.98,4.44,26.11,4,52,78.48,1.45,13,0.06,Medium,40.75
Rajkot,Gujarat,22.243628,70.742843,2023-09-16,70.26,21.76,27.72,4.91,36.91,238.2,8.38,92.1,0,326,36.58,0.78,87,0.3,Low,13.56
Nagpur,Maharashtra,21.055709,79.183741,2025-04-10,16.41,8.69,10.37,2.58,4.34,86.1,1.01,57.88,5,268,93.32,0.18,88,0.04,Low,15.58
Hyderabad,Telangana,17.371892,78.404406,2023-12-13,56.04,25.6,31.76,3.73,43.97,154.52,5.51,59.43,5,589,82.9,0.6,138,0.25,Low,23.95
Surat,Gujarat,21.07677,72.879529,2024-10-02,31.38,20.05,29.24,4.23,41.21,163.2,1.43,61.86,3,50000,78.14,0.37,6032,2.56,Low,23.8
Amritsar,Punjab,31.619704,74.88142,2024-11-10,54.63,16.47,19.57,5.1,32.66,38.59,1.65,60.9,1,230,64.92,1.17,43,0.25,Low,34.2
Ahmedabad,Gujarat,22.962055,72.54754,2024-09-19,90.06,49.44,55.24,12.43,23.62,54.84,2.26,76.08,2,3658,68.7,0.88,2053,2.28,Medium,36.64
Howrah,West Bengal,22.595724,88.16677,2023-12-27,82.81,54.34,79.52,6.21,19.72,90.85,1.92,64.98,1,1339,75.52,0.1,60,0.03,Low,30.06
Jabalpur,Madhya Pradesh,23.101819,80.058599,2023-01-11,108.14,68.57,79.2,7.68,42.06,308.49,3.2,71.52,4,418,91.67,1.64,74,0.16,Medium,36.49
Varanasi,Uttar Pradesh,25.374832,82.89336,2025-06-21,89.52,59.04,86.98,7.04,43.46,73.24,1.03,47.76,4,1123,84.2,2.3,398,4.42,Medium,39.75
